Acc_X0,Acc_Y0,Acc_Z0,Gy_X0,Gy_Y0,De_Y0,De_Y0K,Gyro_Z0,De_Z0,De_Z0K,Yaw,Yaw_k,Pitch,Pitch_K,Acc_X1,Acc_Y1,Acc_Z1,Gy_X1,Gy_Y1,De_Y1,De_Y1K,Gyro_Z1,De_Z1,De_Z1K,Yaw1,Yaw1_k,Pitch1,Pitch1_K
-9.15,0.15,0.56,218,82,86.37,85.87,-608,3.51,3.97,1.02,0.79,-0.87,-0.66,-9.92,-1.32,-0.15,208,57,82.37,82.4,-145,-0.83,-1.37,-0.51,-0.1,-0.13,-0.18
-9.2,0.04,0.54,303,170,86.65,85.87,-675,3.34,3.96,-0.01,0.24,0.48,0.13,-9.86,-1.42,-0.28,241,45,81.66,82.39,-125,-1.62,-1.37,-0.21,-0.1,-0.31,-0.19
-9.18,0.17,0.52,364,92,86.61,85.88,-657,3.23,3.96,0.27,0.26,-0.72,-0.46,-9.88,-1.24,-0.21,260,74,82.76,82.39,-125,-1.19,-1.37,-0.21,-0.1,0.13,-0.18
-9.18,0.14,0.55,315,136,86.44,85.88,-626,3.45,3.95,0.74,0.6,-0.04,-0.17,-9.89,-1.4,-0.24,239,33,81.84,82.39,-126,-1.38,-1.37,-0.22,-0.1,-0.5,-0.19
-9.19,0.21,0.63,258,17,85.86,85.88,-647,3.93,3.96,0.42,0.47,-1.86,-1.35,-9.86,-1.37,-0.22,138,79,82.0,82.38,-131,-1.29,-1.37,-0.3,-0.1,0.21,-0.18
-9.15,0.14,0.66,457,100,85.78,85.87,-688,4.12,3.96,-0.2,0.0,-0.59,-0.82,-9.87,-1.36,-0.18,334,44,82.07,82.38,-121,-1.03,-1.37,-0.15,-0.1,-0.33,-0.18
-9.15,0.1,0.58,361,106,86.33,85.87,-595,3.61,3.96,1.22,0.85,-0.5,-0.6,-9.86,-1.35,-0.14,283,47,82.17,82.38,-191,-0.8,-1.37,-1.22,-0.11,-0.28,-0.18
-9.22,0.05,0.65,339,137,85.95,85.87,-718,4.04,3.96,-0.66,-0.2,-0.03,-0.2,-9.84,-1.33,-0.2,199,59,82.23,82.37,-166,-1.17,-1.37,-0.83,-0.12,-0.1,-0.18
-9.21,0.07,0.62,395,97,86.14,85.87,-678,3.83,3.96,-0.05,-0.1,-0.64,-0.51,-9.82,-1.29,-0.19,209,57,82.45,82.37,-160,-1.11,-1.37,-0.74,-0.12,-0.13,-0.18
-9.16,0.08,0.57,402,153,86.4,85.88,-664,3.57,3.95,0.16,0.08,0.22,0.0,-9.84,-1.39,-0.21,271,60,81.85,82.37,-152,-1.2,-1.37,-0.62,-0.13,-0.08,-0.18
-9.15,0.16,0.67,445,163,85.71,85.88,-720,4.16,3.96,-0.69,-0.46,0.37,0.26,-9.86,-1.4,-0.2,232,53,81.86,82.37,-147,-1.14,-1.37,-0.54,-0.13,-0.19,-0.18
-9.2,0.11,0.56,281,213,86.46,85.88,-738,3.48,3.95,-0.97,-0.81,1.13,0.87,-9.83,-1.32,-0.17,189,48,82.27,82.36,-141,-0.98,-1.36,-0.45,-0.13,-0.27,-0.18
-9.19,0.12,0.55,501,186,86.51,85.89,-723,3.4,3.94,-0.74,-0.76,0.72,0.76,-9.89,-1.41,-0.2,314,25,81.79,82.36,-167,-1.14,-1.36,-0.85,-0.14,-0.62,-0.19
-9.19,0.12,0.46,307,127,87.07,85.9,-710,2.84,3.93,-0.54,-0.61,-0.18,0.11,-9.89,-1.38,-0.23,246,56,81.96,82.35,-186,-1.34,-1.37,-1.14,-0.15,-0.15,-0.19
-9.11,0.09,0.54,433,135,86.54,85.91,-735,3.42,3.92,-0.92,-0.83,-0.06,-0.01,-9.89,-1.38,-0.17,226,57,81.97,82.35,-198,-1.0,-1.37,-1.32,-0.15,-0.13,-0.19
-9.17,0.06,0.61,426,205,86.17,85.91,-733,3.81,3.92,-0.89,-0.87,1.01,0.7,-9.87,-1.44,-0.16,280,27,81.66,82.34,-158,-0.93,-1.37,-0.71,-0.16,-0.59,-0.19
-9.2,0.04,0.5,407,272,86.88,85.92,-772,3.1,3.91,-1.49,-1.3,2.03,1.63,-9.82,-1.37,-0.2,192,31,81.99,82.34,-132,-1.13,-1.36,-0.32,-0.16,-0.53,-0.19
-9.18,0.05,0.52,463,197,86.73,85.93,-701,3.26,3.9,-0.4,-0.67,0.89,1.11,-9.79,-1.43,-0.26,354,54,81.53,82.33,-213,-1.49,-1.37,-1.55,-0.17,-0.18,-0.19
-9.15,0.05,0.5,493,233,86.88,85.95,-706,3.1,3.89,-0.48,-0.54,1.44,1.34,-9.83,-1.54,-0.14,279,76,81.08,82.32,-151,-0.78,-1.37,-0.61,-0.17,0.16,-0.19
-9.16,0.03,0.56,214,226,86.52,85.96,-726,3.47,3.89,-0.78,-0.71,1.33,1.33,-9.88,-1.43,-0.19,193,80,81.71,82.32,-213,-1.07,-1.37,-1.55,-0.18,0.22,-0.19
-9.17,0.01,0.49,187,147,86.96,85.97,-684,3.04,3.88,-0.14,-0.31,0.12,0.49,-9.96,-1.37,-0.19,158,113,82.12,82.32,-216,-1.1,-1.37,-1.6,-0.19,0.73,-0.18
-9.15,-0.06,0.48,400,247,87.0,85.98,-704,2.98,3.87,-0.45,-0.41,1.65,1.3,-9.8,-1.41,-0.28,237,106,81.64,82.31,-120,-1.62,-1.37,-0.13,-0.19,0.62,-0.18
-9.24,0.06,0.41,207,237,87.46,85.99,-651,2.51,3.86,0.36,0.13,1.5,1.44,-9.84,-1.41,-0.28,105,124,81.71,82.31,-126,-1.6,-1.37,-0.22,-0.19,0.89,-0.17
-9.19,-0.05,0.4,273,257,87.51,86.01,-694,2.47,3.85,-0.3,-0.17,1.8,1.69,-9.8,-1.51,-0.3,175,89,81.06,82.3,-67,-1.75,-1.38,0.68,-0.19,0.36,-0.17
-9.17,0.02,0.39,445,179,87.56,86.03,-644,2.44,3.84,0.47,0.27,0.61,0.94,-9.89,-1.42,-0.16,266,98,81.77,82.3,-67,-0.9,-1.37,0.68,-0.18,0.5,-0.16
-9.21,0.02,0.5,283,72,86.91,86.04,-576,3.09,3.84,1.51,1.13,-1.02,-0.43,-9.84,-1.41,-0.32,296,47,81.62,82.29,-187,-1.86,-1.38,-1.15,-0.19,-0.28,-0.16
-9.13,0.03,0.38,401,45,87.6,86.04,-483,2.39,3.83,2.93,2.38,-1.43,-1.13,-9.8,-1.72,-0.2,332,53,79.97,82.28,-191,-1.13,-1.38,-1.22,-0.2,-0.19,-0.16
-9.16,0.05,0.41,225,183,87.41,86.05,-689,2.58,3.83,-0.22,0.57,0.67,0.13,-9.79,-1.44,-0.23,189,87,81.53,82.27,-17,-1.34,-1.38,1.44,-0.18,0.33,-0.16
-9.17,0.0,0.39,322,66,87.56,86.06,-598,2.44,3.82,1.17,0.99,-1.11,-0.74,-9.82,-1.54,-0.29,305,48,80.92,82.26,-102,-1.67,-1.38,0.14,-0.18,-0.27,-0.16
-9.11,0.07,0.43,602,14,87.24,86.07,-588,2.73,3.82,1.32,1.22,-1.91,-1.55,-9.9,-1.58,-0.27,270,79,80.81,82.25,-86,-1.54,-1.38,0.39,-0.18,0.21,-0.16
-9.16,0.07,0.45,508,88,87.13,86.07,-624,2.83,3.82,0.77,0.91,-0.78,-1.01,-9.84,-1.41,-0.24,187,28,81.72,82.25,-74,-1.39,-1.38,0.57,-0.17,-0.57,-0.16
-9.15,0.05,0.61,439,72,86.18,86.06,-649,3.81,3.82,0.39,0.55,-1.02,-1.02,-9.87,-1.54,-0.24,249,16,81.03,82.24,-57,-1.37,-1.38,0.83,-0.17,-0.76,-0.17
-9.21,0.09,0.51,408,114,86.77,86.07,-629,3.19,3.82,0.7,0.65,-0.38,-0.57,-9.87,-1.45,-0.17,325,35,81.59,82.23,-58,-0.97,-1.37,0.81,-0.16,-0.47,-0.17
-9.15,0.11,0.51,387,6,86.75,86.07,-570,3.18,3.82,1.6,1.31,-2.03,-1.59,-9.92,-1.4,-0.23,257,68,81.85,82.23,-138,-1.33,-1.37,-0.41,-0.16,0.04,-0.17
-9.16,0.11,0.36,366,121,87.62,86.07,-661,2.28,3.81,0.21,0.54,-0.27,-0.67,-9.86,-1.44,-0.23,266,106,81.6,82.22,-69,-1.35,-1.37,0.65,-0.16,0.62,-0.16
-9.22,0.09,0.45,425,147,87.15,86.08,-661,2.8,3.81,0.21,0.31,0.12,-0.12,-9.84,-1.48,-0.25,338,62,81.33,82.22,-40,-1.44,-1.37,1.09,-0.15,-0.05,-0.16
-9.1,0.22,0.51,298,53,86.48,86.08,-637,3.23,3.8,0.57,0.49,-1.31,-0.95,-9.88,-1.4,-0.17,319,84,81.87,82.22,-68,-0.96,-1.37,0.66,-0.14,0.28,-0.16
-9.11,0.09,0.6,308,216,86.16,86.08,-636,3.79,3.8,0.59,0.56,1.18,0.53,-9.85,-1.42,-0.23,200,77,81.68,82.21,-125,-1.33,-1.37,-0.21,-0.14,0.18,-0.16
-9.17,0.04,0.48,417,141,86.98,86.09,-686,3.01,3.8,-0.17,0.05,0.03,0.18,-9.83,-1.41,-0.24,248,65,81.71,82.21,-125,-1.39,-1.37,-0.21,-0.14,-0.01,-0.16
-9.19,0.15,0.54,384,138,86.52,86.09,-629,3.36,3.8,0.7,0.5,-0.01,0.05,-9.84,-1.41,-0.23,273,53,81.72,82.2,-154,-1.32,-1.37,-0.65,-0.15,-0.19,-0.16
-9.16,-0.14,0.63,150,152,85.98,86.09,-491,3.92,3.8,2.8,2.11,0.2,0.15,-9.84,-1.66,-0.27,224,23,80.32,82.19,-195,-1.52,-1.37,-1.28,-0.15,-0.65,-0.16
-9.18,0.09,0.51,509,165,86.79,86.09,-697,3.17,3.81,-0.34,0.4,0.4,0.32,-9.88,-1.45,-0.16,291,94,81.6,82.19,-18,-0.92,-1.37,1.43,-0.14,0.44,-0.16
-9.09,0.26,0.65,581,64,85.58,86.09,-685,4.1,3.81,-0.16,0.01,-1.14,-0.7,-9.9,-1.48,-0.19,292,102,81.42,82.18,-107,-1.08,-1.37,0.07,-0.14,0.56,-0.15
-9.15,0.19,0.62,400,190,85.93,86.09,-703,3.9,3.81,-0.43,-0.3,0.78,0.33,-9.86,-1.5,-0.22,254,46,81.25,82.18,-185,-1.26,-1.37,-1.12,-0.15,-0.3,-0.15
-9.21,0.12,0.34,348,192,87.75,86.1,-726,2.12,3.8,-0.78,-0.64,0.81,0.67,-9.85,-1.43,-0.26,314,40,81.61,82.17,-154,-1.47,-1.37,-0.65,-0.15,-0.39,-0.16
-9.12,0.01,0.55,364,120,86.54,86.11,-689,3.46,3.79,-0.22,-0.35,-0.29,0.0,-9.91,-1.48,-0.26,289,15,81.38,82.17,-148,-1.46,-1.37,-0.56,-0.15,-0.77,-0.16
-9.13,0.02,0.46,346,89,87.14,86.11,-740,2.86,3.78,-1.0,-0.8,-0.76,-0.53,-9.8,-1.57,-0.31,255,48,80.71,82.16,-71,-1.78,-1.37,0.62,-0.15,-0.27,-0.16
-9.14,0.09,0.49,501,145,86.89,86.11,-688,3.06,3.78,-0.2,-0.38,0.09,-0.1,-9.85,-1.6,-0.16,293,48,80.73,82.15,-95,-0.89,-1.37,0.25,-0.15,-0.27,-0.16
-9.17,0.15,0.49,507,136,86.78,86.12,-730,3.08,3.77,-0.85,-0.71,-0.04,-0.06,-9.93,-1.44,-0.29,210,70,81.57,82.14,-121,-1.66,-1.37,-0.15,-0.15,0.07,-0.16
-9.16,0.05,0.49,431,184,86.9,86.12,-711,3.09,3.76,-0.55,-0.6,0.69,0.46,-9.88,-1.56,-0.18,220,2,80.99,82.13,-190,-1.05,-1.37,-1.2,-0.15,-0.97,-0.17
-9.17,-0.03,0.48,640,142,86.99,86.13,-706,3.01,3.76,-0.48,-0.52,0.05,0.17,-9.87,-1.65,-0.18,349,17,80.47,82.12,-144,-1.03,-1.37,-0.5,-0.15,-0.74,-0.17
-9.13,0.15,0.39,556,73,87.36,86.14,-677,2.47,3.75,-0.04,-0.18,-1.01,-0.65,-9.81,-1.6,-0.28,320,35,80.6,82.11,-107,-1.61,-1.37,0.07,-0.15,-0.47,-0.17
-9.19,0.06,0.39,434,157,87.56,86.15,-672,2.41,3.74,0.04,-0.03,0.28,0.0,-9.86,-1.57,-0.26,266,41,80.84,82.1,-77,-1.47,-1.37,0.52,-0.15,-0.37,-0.18
-9.14,0.09,0.54,389,160,86.58,86.15,-671,3.38,3.74,0.06,0.03,0.32,0.22,-9.83,-1.48,-0.26,239,37,81.34,82.1,-67,-1.49,-1.37,0.68,-0.14,-0.44,-0.18
-9.16,0.13,0.39,563,41,87.42,86.15,-645,2.46,3.73,0.45,0.32,-1.49,-0.97,-9.86,-1.43,-0.14,285,116,81.71,82.09,-110,-0.81,-1.37,0.02,-0.14,0.77,-0.17
-9.13,0.14,0.56,363,116,86.38,86.15,-672,3.52,3.73,0.04,0.13,-0.35,-0.54,-9.86,-1.43,-0.18,190,63,81.67,82.09,-96,-1.04,-1.37,0.23,-0.14,-0.04,-0.17
-9.16,0.06,0.46,262,162,87.1,86.16,-688,2.88,3.72,-0.2,-0.1,0.35,0.08,-9.86,-1.5,-0.18,230,30,81.3,82.09,-76,-1.03,-1.37,0.54,-0.14,-0.54,-0.17
-9.15,0.08,0.46,495,224,87.1,86.16,-672,2.87,3.72,0.04,0.0,1.3,0.93,-9.87,-1.48,-0.18,322,71,81.38,82.08,-63,-1.05,-1.36,0.74,-0.13,0.08,-0.17
-9.1,0.03,0.54,495,201,86.59,86.17,-719,3.41,3.72,-0.68,-0.47,0.95,0.94,-9.84,-1.48,-0.18,257,78,81.35,82.08,-46,-1.03,-1.36,1.0,-0.13,0.19,-0.17
-9.22,-0.01,0.46,312,204,87.17,86.18,-682,2.83,3.71,-0.11,-0.22,0.99,0.98,-9.84,-1.5,-0.31,207,96,81.14,82.07,-25,-1.79,-1.36,1.32,-0.12,0.47,-0.17
-9.19,0.12,0.51,367,84,86.71,86.19,-633,3.2,3.71,0.64,0.38,-0.84,-0.29,-9.81,-1.44,-0.28,207,87,81.48,82.07,-97,-1.63,-1.36,0.22,-0.12,0.33,-0.16
-9.21,0.06,0.44,450,143,87.23,86.19,-690,2.74,3.7,-0.23,-0.05,0.06,-0.04,-9.89,-1.57,-0.26,244,76,80.87,82.06,-112,-1.46,-1.36,-0.01,-0.11,0.16,-0.16
-9.2,0.12,0.49,540,115,86.83,86.19,-649,3.07,3.7,0.39,0.26,-0.36,-0.27,-9.83,-1.5,-0.22,261,74,81.22,82.06,-136,-1.27,-1.36,-0.38,-0.12,0.13,-0.16
-9.18,0.2,0.47,424,125,86.82,86.2,-624,2.93,3.69,0.77,0.62,-0.21,-0.23,-9.9,-1.48,-0.23,231,55,81.41,82.05,-162,-1.3,-1.36,-0.77,-0.12,-0.16,-0.16
-9.2,0.01,0.5,477,120,86.91,86.2,-702,3.09,3.69,-0.42,-0.1,-0.29,-0.27,-9.87,-1.54,-0.27,292,36,80.98,82.05,-133,-1.52,-1.37,-0.33,-0.12,-0.45,-0.16
-9.25,0.1,0.54,584,99,86.59,86.2,-653,3.35,3.69,0.33,0.2,-0.61,-0.51,-9.82,-1.49,-0.17,320,47,81.29,82.04,-130,-1.01,-1.36,-0.28,-0.12,-0.28,-0.17
-9.14,0.08,0.43,673,178,87.28,86.21,-773,2.67,3.68,-1.5,-0.99,0.6,0.26,-9.8,-1.55,-0.21,296,73,80.95,82.03,26,-1.23,-1.36,2.1,-0.11,0.11,-0.16
-9.11,0.05,0.48,225,112,86.97,86.21,-677,3.01,3.68,-0.04,-0.32,-0.41,-0.21,-9.85,-1.56,-0.25,303,28,80.87,82.03,-87,-1.43,-1.36,0.37,-0.11,-0.57,-0.17
-9.16,0.01,0.5,458,141,86.9,86.21,-704,3.1,3.67,-0.45,-0.41,0.03,-0.04,-9.88,-1.55,-0.34,510,77,80.9,82.02,-32,-1.93,-1.36,1.21,-0.1,0.18,-0.17
-9.2,0.1,0.45,697,36,87.13,86.22,-686,2.81,3.67,-0.17,-0.25,-1.57,-1.11,-9.79,-1.43,-0.23,342,121,81.58,82.02,-92,-1.31,-1.36,0.3,-0.1,0.85,-0.16
-9.21,0.18,0.41,580,41,87.23,86.22,-702,2.53,3.66,-0.42,-0.37,-1.49,-1.38,-9.85,-1.39,-0.28,270,72,81.81,82.02,-91,-1.62,-1.36,0.31,-0.1,0.1,-0.16
-9.22,0.04,0.55,376,39,86.6,86.21,-655,3.39,3.66,0.3,0.1,-1.52,-1.48,-9.91,-1.44,-0.22,256,46,81.64,82.01,-128,-1.27,-1.36,-0.25,-0.1,-0.3,-0.16
-9.23,0.09,0.51,567,62,86.79,86.21,-661,3.17,3.65,0.21,0.17,-1.17,-1.27,-9.8,-1.42,-0.21,277,60,81.69,82.01,-94,-1.23,-1.36,0.26,-0.09,-0.08,-0.16
-9.23,0.1,0.56,298,124,86.49,86.21,-649,3.45,3.65,0.39,0.33,-0.23,-0.54,-9.9,-1.43,-0.21,200,48,81.72,82.01,-158,-1.19,-1.36,-0.71,-0.1,-0.27,-0.16
-9.21,0.0,0.4,334,108,87.51,86.22,-676,2.49,3.65,-0.02,0.08,-0.47,-0.49,-9.88,-1.46,-0.17,185,64,81.56,82.01,-109,-0.96,-1.36,0.04,-0.1,-0.02,-0.16
-9.16,-0.12,0.58,708,156,86.28,86.21,-652,3.65,3.65,0.35,0.27,0.26,0.03,-9.9,-1.52,-0.19,378,98,81.2,82.0,-99,-1.07,-1.36,0.19,-0.1,0.5,-0.16
-9.15,0.2,0.54,756,177,86.39,86.22,-692,3.39,3.65,-0.26,-0.1,0.58,0.42,-9.88,-1.46,-0.25,350,113,81.46,82.0,-128,-1.44,-1.36,-0.25,-0.1,0.73,-0.15
-9.15,0.17,0.35,86,123,87.57,86.22,-688,2.19,3.64,-0.2,-0.17,-0.24,-0.04,-9.81,-1.37,-0.24,-18,39,81.94,82.0,-188,-1.4,-1.36,-1.17,-0.1,-0.4,-0.15
-9.23,-0.1,0.46,201,180,87.06,86.23,-675,2.87,3.64,-0.01,-0.06,0.63,0.42,-9.82,-1.38,-0.25,222,-40,81.87,82.0,-147,-1.45,-1.36,-0.54,-0.1,-1.61,-0.16
-9.13,0.06,0.48,240,103,86.94,86.23,-650,3.04,3.63,0.38,0.24,-0.55,-0.25,-9.94,-1.53,-0.1,357,-22,81.24,81.99,-139,-0.6,-1.36,-0.42,-0.11,-1.34,-0.17
-9.15,-0.05,0.48,952,68,86.98,86.24,-720,3.0,3.63,-0.69,-0.41,-1.08,-0.83,-9.87,-1.52,-0.24,460,55,81.12,81.98,-85,-1.37,-1.36,0.4,-0.1,-0.16,-0.17
-9.18,0.18,0.5,-52,214,86.7,86.24,-591,3.11,3.63,1.28,0.77,1.15,0.55,-9.91,-1.41,-0.15,34,22,81.84,81.98,-209,-0.85,-1.36,-1.49,-0.11,-0.66,-0.17
-9.25,-0.19,0.48,-92,233,86.8,86.24,-598,2.97,3.63,1.17,1.05,1.44,1.17,-9.87,-1.58,-0.29,116,106,80.78,81.98,-84,-1.64,-1.36,0.42,-0.11,0.62,-0.17
-9.23,-0.08,0.54,1002,-62,86.61,86.25,-582,3.36,3.63,1.41,1.3,-3.07,-1.78,-9.9,-1.5,-0.24,591,149,81.28,81.98,49,-1.35,-1.36,2.45,-0.09,1.27,-0.16
-9.14,0.19,0.57,873,-90,86.25,86.24,-652,3.56,3.63,0.35,0.64,-3.49,-2.97,-9.78,-1.42,-0.14,442,103,81.72,81.97,47,-0.8,-1.35,2.42,-0.08,0.57,-0.16
-9.11,0.04,0.58,304,63,86.35,86.23,-691,3.64,3.63,-0.25,0.02,-1.16,-1.71,-9.87,-1.45,-0.15,239,63,81.59,81.97,-16,-0.88,-1.34,1.46,-0.07,-0.04,-0.16
-9.2,0.2,0.48,-12,-4,86.74,86.22,-619,3.0,3.63,0.85,0.6,-2.18,-2.04,-9.84,-1.39,-0.29,172,34,81.8,81.97,-49,-1.65,-1.34,0.95,-0.07,-0.48,-0.16
-9.18,-0.36,0.64,191,-138,85.46,86.21,-554,3.96,3.64,1.84,1.46,-4.23,-3.56,-9.83,-1.52,-0.19,234,-33,81.14,81.96,-45,-1.11,-1.34,1.01,-0.06,-1.5,-0.16
-9.12,0.34,0.52,990,-42,86.11,86.19,-795,3.26,3.64,-1.84,-0.84,-2.76,-3.0,-9.89,-1.27,-0.25,474,88,82.53,81.97,143,-1.41,-1.33,3.88,-0.04,0.34,-0.16
-9.18,0.18,0.68,553,-52,85.63,86.18,-669,4.22,3.64,0.09,-0.19,-2.91,-2.94,-9.88,-1.29,-0.22,248,2,82.45,81.97,-102,-1.28,-1.33,0.14,-0.04,-0.97,-0.17
-9.09,0.02,0.67,311,182,85.81,86.17,-738,4.19,3.64,-0.97,-0.51,0.66,-1.46,-9.85,-1.43,-0.25,276,1,81.58,81.96,-65,-1.46,-1.33,0.71,-0.04,-0.98,-0.17
-9.17,0.03,0.69,590,143,85.68,86.17,-706,4.32,3.64,-0.48,-0.5,0.06,-1.02,-9.83,-1.42,-0.26,323,16,81.65,81.96,-67,-1.47,-1.33,0.68,-0.04,-0.76,-0.17
-9.1,0.17,0.62,132,125,85.94,86.17,-561,3.92,3.65,1.74,0.01,-0.21,-0.83,-9.85,-1.35,-0.1,132,33,82.18,81.96,-71,-0.59,-1.33,0.62,-0.03,-0.5,-0.17
-9.18,-0.15,0.75,799,39,85.23,86.16,-580,4.67,3.66,1.45,0.27,-1.52,-0.96,-9.81,-1.4,-0.12,409,119,81.84,81.96,-65,-0.72,-1.32,0.71,-0.03,0.82,-0.17
-9.11,0.31,0.79,-9,276,84.69,86.16,-586,4.93,3.67,1.35,0.45,2.09,-0.48,-9.8,-1.31,-0.19,106,106,82.31,81.96,-127,-1.09,-1.32,-0.24,-0.03,0.62,-0.17
-9.22,-0.08,0.57,185,333,86.41,86.17,-800,3.56,3.66,-1.91,0.12,2.96,-0.01,-9.9,-1.24,-0.33,8,64,82.61,81.96,-22,-1.92,-1.32,1.36,-0.02,-0.02,-0.16
-9.24,0.16,0.6,768,18,86.14,86.16,-700,3.73,3.66,-0.39,-0.2,-1.85,-1.17,-9.88,-1.28,-0.23,409,120,82.51,81.97,-17,-1.31,-1.32,1.44,-0.02,0.83,-0.16
-9.21,0.26,0.54,455,91,86.31,86.16,-715,3.33,3.66,-0.62,-0.49,-0.73,-0.87,-9.9,-1.3,-0.22,289,35,82.42,81.97,-112,-1.27,-1.32,-0.01,-0.02,-0.47,-0.16
-9.24,0.0,0.52,471,57,86.76,86.16,-693,3.24,3.65,-0.28,-0.34,-1.25,-1.13,-9.87,-1.38,-0.16,392,2,81.97,81.97,-110,-0.92,-1.32,0.02,-0.02,-0.97,-0.16
-9.17,0.14,0.6,483,187,86.13,86.16,-721,3.77,3.65,-0.71,-0.6,0.73,0.17,-9.87,-1.26,-0.07,342,-9,82.69,81.97,-153,-0.4,-1.31,-0.64,-0.02,-1.14,-0.17
-9.18,0.13,0.8,720,289,84.98,86.15,-769,4.96,3.66,-1.44,-1.18,2.29,1.65,-9.9,-1.33,-0.29,451,-16,82.18,81.97,-145,-1.67,-1.32,-0.51,-0.02,-1.24,-0.17
-9.14,-0.02,0.59,73,302,86.28,86.16,-693,3.72,3.65,-0.28,-0.55,2.49,2.23,-9.86,-1.5,-0.07,171,-15,81.33,81.96,-220,-0.4,-1.31,-1.66,-0.03,-1.23,-0.18
-9.16,0.0,0.57,71,247,86.43,86.17,-598,3.57,3.65,1.17,0.65,1.65,1.83,-9.89,-1.35,-0.16,170,-27,82.15,81.96,-172,-0.93,-1.31,-0.93,-0.03,-1.41,-0.18
-9.15,-0.12,0.5,458,131,86.76,86.18,-727,3.15,3.65,-0.8,-0.36,-0.12,0.47,-9.86,-1.46,-0.16,350,87,81.5,81.96,-31,-0.95,-1.31,1.23,-0.03,0.33,-0.18
-9.18,0.24,0.8,599,221,84.78,86.18,-712,5.0,3.66,-0.57,-0.51,1.25,1.02,-9.93,-1.17,-0.08,361,94,83.25,81.96,-172,-0.44,-1.31,-0.93,-0.03,0.44,-0.18
-9.15,-0.11,0.5,407,163,86.77,86.18,-753,3.15,3.65,-1.2,-0.99,0.37,0.57,-9.83,-1.5,-0.18,370,152,81.25,81.96,-153,-1.04,-1.31,-0.64,-0.03,1.32,-0.17
-9.15,0.05,0.44,414,136,87.22,86.19,-627,2.76,3.64,0.73,0.21,-0.04,0.14,-9.85,-1.52,-0.14,391,87,81.18,81.96,-97,-0.82,-1.31,0.22,-0.03,0.33,-0.17
-8.99,0.1,0.43,534,230,87.2,86.2,-677,2.73,3.64,-0.04,0.04,1.39,1.01,-9.91,-1.18,-0.29,396,114,83.03,81.96,10,-1.66,-1.3,1.85,-0.02,0.74,-0.17
-9.21,-0.06,0.42,504,30,87.38,86.2,-627,2.6,3.64,0.73,0.52,-1.66,-0.85,-9.84,-1.41,-0.19,301,54,81.77,81.96,-115,-1.07,-1.3,-0.06,-0.02,-0.18,-0.17
-9.18,0.04,0.5,467,121,86.86,86.2,-660,3.12,3.64,0.22,0.31,-0.27,-0.45,-9.83,-1.36,-0.21,334,79,82.06,81.96,-76,-1.19,-1.3,0.54,-0.02,0.21,-0.16
-9.14,0.11,0.47,580,57,86.95,86.2,-649,2.97,3.63,0.39,0.37,-1.25,-1.01,-9.87,-1.35,-0.32,248,82,82.0,81.96,-136,-1.83,-1.3,-0.38,-0.02,0.25,-0.16
-9.18,0.12,0.45,429,83,87.1,86.2,-650,2.81,3.63,0.38,0.37,-0.85,-0.9,-9.93,-1.39,-0.18,92,3,81.97,81.96,-45,-1.02,-1.3,1.01,-0.02,-0.95,-0.17
-9.17,0.13,0.67,324,173,85.73,86.2,-658,4.19,3.64,0.25,0.29,0.52,0.09,-9.94,-1.36,-0.11,236,-17,82.19,81.96,-119,-0.65,-1.3,-0.12,-0.02,-1.26,-0.17
-9.16,0.12,0.64,204,263,85.91,86.2,-650,4.01,3.64,0.38,0.35,1.9,1.35,-9.88,-1.22,-0.18,263,36,82.87,81.96,-133,-1.03,-1.3,-0.33,-0.02,-0.45,-0.17
-9.14,-0.02,0.59,259,210,86.29,86.21,-756,3.71,3.64,-1.24,-0.76,1.09,1.17,-9.87,-1.48,-0.14,207,115,81.44,81.96,5,-0.82,-1.29,1.78,-0.01,0.76,-0.17
-9.17,0.11,0.65,652,104,85.86,86.21,-598,4.08,3.64,1.17,0.59,-0.53,-0.02,-9.86,-1.43,-0.12,330,44,81.72,81.96,-207,-0.71,-1.29,-1.46,-0.02,-0.33,-0.17
-9.18,0.06,0.52,368,217,86.73,86.21,-695,3.24,3.64,-0.31,-0.04,1.19,0.83,-9.9,-1.28,-0.16,238,84,82.55,81.96,-114,-0.93,-1.29,-0.04,-0.02,0.28,-0.17
-9.18,-0.07,0.47,323,116,87.05,86.22,-656,2.92,3.64,0.28,0.19,-0.35,0.01,-9.86,-1.4,-0.29,214,138,81.74,81.96,-89,-1.65,-1.29,0.34,-0.02,1.11,-0.16
-9.19,0.25,0.76,673,104,85.04,86.21,-701,4.71,3.64,-0.4,-0.22,-0.53,-0.37,-9.81,-1.32,-0.21,433,133,82.26,81.97,-75,-1.2,-1.29,0.55,-0.01,1.03,-0.16
-9.19,0.04,0.59,309,120,86.3,86.21,-597,3.69,3.64,1.19,0.76,-0.29,-0.31,-9.92,-1.41,-0.16,226,69,81.85,81.97,-238,-0.93,-1.29,-1.93,-0.02,0.05,-0.16
-9.24,-0.21,0.65,409,2,85.75,86.2,-590,4.05,3.65,1.29,1.13,-2.09,-1.55,-9.86,-1.41,-0.29,268,82,81.67,81.96,-51,-1.66,-1.29,0.92,-0.02,0.25,-0.15
